asin,overall,reviewText,summary,verified,vote
B000P3WPKK,5.0,This case is excellent for the person who wants to carry multipule handguns to the range.  It is lightweight and provides stability and protection.,Plano Protector Four Pistol Case,True,
B000P3WPKK,5.0,"Nice sturdy case, when I saw this on sale I could't pass it up with the name plano. This case will serve as my case to use when I go shooting. It will serve alot better than my back pack with all my ammo in it.",Great case,True,
B000P3WPKK,5.0,"I got this to transport my Kel Tec Sub 2000 to the range. It fits diagonally with a small weaver tri-rail on the exposed part of the barrel. Like other Plano cases, it's got a loop near the handle for a small padlock.",Perfect size for Kel Tec Sub 2000,True,
B000P3WPKK,5.0,"Very impressed with this case. I got it for my cousin so he could transport his pistols when needed and we are both very impressed with it. It's incredibly durable and you could easily slam it on the ground or up against a wall and besides maybe a scratch, nothing would happen to the box or it's contents. Also, the foam pads inside are very nice and very durable to accomodate most anything. I'd definitely recommend this. Very good product.",Super durable and very high quality,True,
B000P3WPKK,4.0,"This is not a super nice case.  It is an OK case.  I would not consider this for airline use.  The latches are plastic and the plastic on the case is fairly thin.  For putting a few guns and going to the range, this case is OK.",Decent Case for the Price,True,
B000P3WPKK,4.0,"I have 2 of these. I custom cut out the foam to hold ammo boxes, magazines, safety glasses, and hear protection without them moving around. I have 2 guns in the chase as well. It's never going to be a secure case that will protect your guns from theft as someone with a pocket knife could cut the plastic loop where a lock would go but it's great for carrying stuff to the range.",Good case,True,2
B000P3WPKK,5.0,"I am very pleased with this case.

It's not a pelican, but it is nice for the money.

Here is everything I fit in this case, with room to spare:

One full size pistol with three magazines (and there is easily room for one or even two more guns)
Earmuffs
Safety glasses
Multitool
Marker
Folder with 20 8.5X11 targets
Magazine speedloader
Full size holster
Large roll of masking tape
Bottle of oil
Flashlight

All that stuff fits with room to spare.  I like the bottom piece of foam that allows you to break pieces away to perfectly fit whatever you want in it.  This is a good product.

I have only had it for a few weeks, so I am not sure how long the latches will last, however.  They almost seem like the type to break off after repeated use.  When that happens, I will simply buy another case at this price....",Great for the price!,True,3
B000P3WPKK,5.0,"Awesome case with foam inside that can be cut to fit your reels or guns. I bought multiple to use one for cameras and the other for spare reels. Love Plano products, they never disappoint.",Great Protection,True,
B000P3WPKK,4.0,"This holds both my pistols, extra clips, quick loaders, and laser sights with room to spare. Only issue is the latching mechanism is a little finicky and requires a little wiggling to get it to set right.",Lots of space,True,
B000P3WPKK,4.0,"This Plano ""Four Pistol Case"" is a good sized, deep case that provides casual protection. We are using this for storing and carrying a black-powder pistol with all of the required accessories to and from the range.

The case has a foam insert that allows for the layering of items to be transported safely, and also decent hinges and snap closures. While it does have a place to put a small padlock (not included), this should not be used as secure storage for firearms as it would take less than a minute or two to get into the case with simple tools.

I am happy with the case since it meets all of my needs.

Recommended!

CFH",Good Pistol Case - Recommended,True,
B000P3WPKK,5.0,"I have purchased several of these, from various Wal-Marts with prices varying from 9.96-11.97. A great box to keep your guns dry, clean and unscratched while traveling to and from the range or field. Plenty of room for several pistols or a couple guns and ear and eye protection.. the foam is easily replaceable with craft foam from Hobby Lobby if you mess your up. These are no substitute for a safe or metal lock box as these are easily opened by a determined child.",Great Value,False,3
B000P3WPKK,5.0,"I was looking for an inexpensive case to hold a paintball marker of mine, and ran across this. It isn't a Pelican like what I have for some other stuff, but in a way that's good because I couldn't afford the appropriately-sized Pelican case.

This isn't meant to shield valuables from heavy damage, that's what a Pelican would do, but you'd pay 10x the price. This will be excellent for carrying anything which would fit.. netbooks, electronics, firearms, etc, on a daily basis. It isn't waterproof.

DETAILS:

It's a sturdy ABS-style plastic, with actual hinges for the clips and the case itself. It'll withstand average forces, and light impacts. It comes with 3 layers of foam: 2 outer layers of eggshell-style foam, and the inner layer which has perforated sections which you can tear out as needed.

DIMENSIONS:

I didn't see dimensions in the description, which would've been beneficial, but here they are.

The label says (presuming outside measurements): 16.75"" x 14"" x 6""
My actual measurements (inside): 16"" x 10"" x 6""

Inside measurements will always be a little less as seen above. This will fit a paintball marker and barrel nicely.

Not much else to say.. it's a case, it was $20 shipped, and it'll keep my paintball marker safe during transport. Well worth the money.","Super value, good product",True,60
B000P3WPKK,4.0,"This case is a great value.  As mentioned by other reviewers, it is not a super rigid case.  It has 2 sheets of convoluted foam, and 1 sheet of flat perforated foam that can be used to create cutouts.

This case is great for transporting pistols to and from the range, or on trips where the are in your care the whole time.  It does great at keeping the guns from banging around in the trunk of your car, for instance.  I have taken several trips with it, and have not noticed the guns, magazines, or optics shifting at all.

If, however, you have to ship the case when it would be out of your direct control, I do not think it is rigid enough to be thrown around by someone who does not care about it.  While it can be locked, breaking the locking tabs off would be a trivial matter.  As long as you don't expect this to be as durable as a $150 pelican, you should be very satisfied.",Great value for the price,True,
B000P3WPKK,5.0,"From what I see so far this is a good case for some range trips. In mine I can easily fit my 5 handguns and a few magazines for each gun. There is even more room available and I think for $20 it's a great deal. I put my USP 9, USP 40, XD 40, Sig Mosquito, and S&W Bodyguard in it easily and the USP 40 and XD 40 have lights mounted on them. I also have 2 - 3 extra mags per gun in there. There were a few reviews saying that the guns slide all over the case. I have no experienced this. After I put the guns in the case for the first time, I shook it up pretty good for a few minutes and got no movement. I will say this about the case though. Although there is room to hold a lot of ammo along with the guns, I won't be doing that because I don't think the case can take that kind of weight, but for $20 its everything I expected.",Great inexpensive case for range trips,True,
B000P3WPKK,5.0,"I have a Glock 30 and a 1911 target 45 I wanted to carry to the range.  Both guns fit in this case in their soft cases.

In the bottom I put 4 Glock 21 magazines, 1 Glock 30 magazine and 3 1911 magazines.  The case was slightly bulged but they all remained in place.  For $20 you cannot beat the price.",Made in the USA $20 with free shipping,True,5
B000P3WPKK,5.0,"I purchased this to place 2 paintball guns in.  A tippman 98 custom & a tippman a5.  They both fit on the bottom level just perfectly.  Placed the Removable foam layer on top of that then placed the hoppers for both in the middle & 1 20oz. co2 cannister on each side of the hoppers.  When I close the lid it's a little tight but the foam depresses after a few moments & releives a bit of the pressure & settles in quite nicely.  Absoloutely perfect for this purpose.  Can't really comment on durability at this point seeing as I still have it in storage in my basement now, but for $[...] with shipping included even if it lasts a few years to and from the paintball course & storage I would be glad to get another.  It seems very sturdy, I haven't tried to test it much but when I got it & tried squishing it together with my hands from a few different angles, not really much movement so I'm happy as can be with the purchase.  Would definitely reccomend this product.",Perfect for what I got it for!,True,
B000P3WPKK,5.0,"My son is a warhammer player -- a game that involves lots of small hand built figures.  These 4-pistol cases are excellent alternatives the the expensive carrying cases sold by the gaming stores and websites. The foam inserts are perfect for securely and safely carrying the figures. Gave one to my son for X-mas with some new figures.  It's worked so well, I just ordered two more.",Just ordered two more!,True,3
B000P3WPKK,4.0,"I have some vintage camera lenses that came with really nice leather storage cases.  As much I like the dedicated cases, I do not want to spoil them by lugging them around in the car or truck.  And in fact one of these cases has a zipper that failed leaving it unsuitable for storing camera lenses on the go.

When I started looking for portable cases to store these lenses when I go on the road, I came upon the Pelican and Otter Box style cases.  These are everything they promise - rugged, water and dust proof, and capable of withstanding years of hard abuse.  And they're pretty expensive.  Now I really want to protect my camera gear, and when I'm traveling under hostile conditions I use Zero Halliburton cases that are the metal version of the Pelican and Otter cases.  But for car or truck-based trips where I am not going to be subjecting the gear to rough handling, and a lighter case would be appropriate, enter the Plano Four Pistol Case.

Make no mistake about it - this case is not waterproof.  It will keep a casual splash out of the case, but I would not recommend this for heavy wet conditions, like a boat for example.  Go with the high-end cases meant for this sort of activity.

The foam lining is not the same grade of foam as the Zero Halliburton.  This foam is a lot softer and does not support the same amount of weight.  It appears that this foam is not meant to be cut though it does have pre-scored cubes for that purpose.  I cut the solid piece of foam and used it for the top layer.  The two lenses, both large (300mm and 400mm) soon showed that the foam would not support their combined weight.  I got another piece of foam from factory computer packing and made a second layer of foam.  This cured the problem and now the lenses stay in their cut-outs and do not shake around when the case is closed.  This is the only reason I gave this item a four star rating.

The case itself closes and latches well, is lightweight and reasonably compact.  They're large enough for quite a number of items.  I use a second one, not cut out, to transport our walkie-talkies, charger bases, and rechargeable battery chargers and power cords.

There is a provision for locking the case, though that's really silly because the hasp could be cut with a razor knife.  I like to look at this feature as an additional way to secure the cover and ""keep honest people honest"" since it really would not prevent a motivated individual from getting into the case.",A Real Bargain...,False,3
B000P3WPKK,5.0,"Very rigid hard poly case for pistols.  Easily holds my 4 G22's or my 2 G27's an 3 EAA .357's.  Very secure closable latches, can sustain a drop from carry level without popping open.

This is not a computer case--why people think it will be a sturdy laptop or netbook case is beyond me, because it it's not meant to snuggly contain sensative heavy electronic equipment, it's a pistol case.  Pistols are three dimensional objects that comform to foam, laptops are flat and slick finished.  Don't buy this product as a laptop/netbook case---it's a pistol case.

Three layers of foam make it easy to store magazines on a separate layer from pistols.  It's a great to/from range case and excellent storage case.",Excellent DURABLE Poly Pistol Case,True,
B000P3WPKK,4.0,"Estimated 12x15x5in. thick, good for gadget case or laptop case but it will not 100% protects your laptop
for hard impact, this is not designed to be dropped/rugged used just a temporary protection only.
Plastic used is not hard so don't compare this item to a pelican products. Well for 15 bucks what more u can ask for.
Pros:
-Cheap,Not bad design
-with double egg foam included (Foam alone will cost you $10-15)
-fits all 10-13inch Laptop
Cons:
-Not hard plastic
-Will not 99% protects your device

Not bad for a case, I used this in my electronic gadgets and my testing tools.
Durability 3/5
Price 4/5
Rugged 2.5/5
Protection 2.3/5
Material 2.5/5
Design 3/5
Lock system 3/5",Plano Case,True,9
B000P3WPKK,4.0,"Again, this says four gun case, assuming two on top, two on bottom. I have six in it with room to spare. It's heavy as a son of a gun, but it's holding up pretty well considering it's carrying 2 40s, 2 9s, 1 357, and 1 38. I love that I can take all six with me everywhere I go now. My older/smaller one struggled to fit three. It's not incredibly sturdy but does have lock holes to give you that false sense of security. But, if someone wanted in, it wouldn't be very difficult. For the price, this thing is worth it's weight in gold. (empty weight)",big case holds lots of hand-guns,True,
B000P3WPKK,5.0,"Guns.  Got lots of 'em.  More than one way to carry 'em around.  I like the high rise FBI tilt hip holsters.  Some guns work well with an inside the pants holster.  Ankle holsters suck.  And nothing feels good in the small of your back.  The real problem with shoulder holsters is that in a struggle, your right handed adversary has your gun right within reach; same with cross draw holsters.

But this box.  Let me tell you what I do with this box.  I carry my laptop in this box.  All of the power cables, USB cords, SD cards, & USB thumb drives are hidden between the first & second layers of foam.  The computer & DVD writer go right on top between the second & third layers of foam.

Laptop cases are expensive and none of them are as roomy as this one.

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Lenovo-S10-2-10-1-Inch-Floral-Sea-Netbook-Up-to-6-Hours-of-Battery-Life-Windows-7-Starter/dp/B002P8M9PY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Lenovo S10-2 10.1-Inch Floral Sea Netbook - Up to 6 Hours of Battery Life (Windows 7 Starter)</a>

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Samsung-20x-DVDRW-DL-USB-2-0-External-Drive-w-LightScribe/dp/B001DKB618/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Samsung 20x DVDRW DL USB 2.0 External Drive w/LightScribe</a>",This One,True,2
B000P3WPKK,5.0,"If you need to bring more than one pistol/revolver to the range, the Plano Four Pistol Case provides secure, sturdy, light portable storage at an extremely reasonable price.  Amazon's prompt delivery service is an added bonus.  Upon receipt, brought 3 pistols the next day to the range.  No space issues as it can readily take extras.  e.g. spare magazines etc....",Convinient Pistol Case,True,
B000P3WPKK,4.0,I ordered 2 cases to carry my SASS pistols in.  I would never use it to to take guns on a airline flight that's why only 4 stars.  For local carry and in the car it works great and meets all requirements for car transporting.  I already had one case and liked it enough to order the two  I just got.,Pistol cases,True,
B000PZRUC6,5.0,"I have a good seat in my kayak, but after several hours even a good seat can become numbing. Tried the Yakpad and found that even after several hours the seat is still comfortable, probably thru better weight distribution (I'm 180 lbs.). I have not had the opportunity to try it for a longer period, but I'm fairly confident that the comfort would last as long as I can stand to row at any one stretch.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Gel-filled-Paddle-Saddle/dp/B000PZRUC6/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Gel-filled Paddle Saddle</a>",Kayak seat pad - Yakpad,True,38
B000PZRUC6,4.0,"I'm sometimes fishing in my kayak for six hours straight. This mostly solves the problem of sore butt. It can still get a little sore sometimes, but nothing like before I had this. Recommended.",but nothing like before I had this,True,
B000PZRUC6,5.0,Awesome and just what I was looking for!,Five Stars,True,
B000PZRUC6,5.0,Easy install that has made a world of difference in my paddling comfort!,Quality and worth the money!,True,
B000PZRUC6,5.0,Adds extra needed cushion on my kayak. It makes it easier sitting their for hours and not get a back ache. Easy to clean,Easy to,True,
B000PZRUC6,4.0,I bought this and then found on that supports the back also. but this is much more comfortable than a life jacket or foam,but this is much more comfortable than a life jacket or,True,
B000PZRUC6,5.0,thanks,Five Stars,True,
B000PZRUC6,5.0,Feels and looks comfortable cannot wait to try it out this weekend,Five Stars,True,
B000PZRUC6,5.0,"Hobie peddlers beware. While peddling the gel slights moves. Kinda wierd, but feels good..lol",but feels good..,True,
B000PZRUC6,4.0,"4 1\2 stars! I really like this seat. It's better than others that I have tried. For me, nothing let's me paddle indefinitely, without my backside getting soar; but this let's me go longer than others.",4 1\2 stars!,True,
B000PZRUC6,4.0,WISH IT WAS A LITTLE MORE CUSIONY,Four Stars,True,
B000PZRUC6,5.0,"What a difference; on long kayak trips especially, after 12 miles or so, this seat cushion alleviated sciatic pain. Fits well, can be fastened to the existing seat with the included cord. Bottom of the cushion grips the seat, so far no sliding around. It is substantial, well made, and exactly what I needed. Worth the price. "" The quality is remembered long after the price is forgotten!""",Solid well made seat pad,True,
B000PZRUC6,4.0,Not a bad pad for the butt. Wish it was just a little thicker but definitely better than the molded plastic seat on my kayak.,Not a bad pad for the butt,True,
B000PZRUC6,5.0,Eases pressure on my tailbone. Nice seat.,Nice seat.,True,
B000PZRUC6,5.0,"Got this for my motorcycle.  It makes a nice difference when used on top of my old beater seat.  No, it's not like going from sitting on a brick to a Mustang seat.  But it does make a nice difference.  I didn't want to spend all kinds of money on a gel seat that says it's for motorcycles.  Once you say ""Motorcycle"" the price triples.  The pad has three tie down loops.  They send the seat with some posts and a shoelace for mounting.  I think a motorcycle seat pan is too thick to use the posts.  You'll have to get a little creative.  I don't think the loops will hold up if you tie them down really tight.  I've got everything snug.  The pad doesn't shift around, or slide even if I brake hard.  The material and stitching look durable.  How the gel holds up, only time will tell.  At this point, I'm happy with the purchase.",Very good at this price.  Use on Motorcycle.,True,3
B000PZRUC6,5.0,Great fit and a little extra cushion is a great deal,Five Stars,True,
B000PZRUC6,5.0,Bought this and a thigh pad. Together they have increased my paddling time by 4x before I feel numbness in my legs. Great product! Will buy another for my other kayak.,Great product! Will buy another for my other kayak,True,
B000PZRUC6,5.0,"Your buns will thank you!  My little bony butt was always sore after even a short paddle, but the Yakpads Paddle Saddle has made it so I can be on the water for the whole day without pain!  Highly recommended!",Highly recommended!,True,
B000PZRUC6,4.0,"I use this gel saddle in a sit inside kayak for additional padding. It helps though I would like if it was thicker, it's probably about "" thick. I also would like if if extended forward another few inches to integrate with the kayaks seat. I like that I can fasten it through the loops to the back of the seat which keeps it in place and in the boat when capsized.",welcome cushioning for kayak seat,True,2
B000PZRUC6,5.0,"The perfect addition to our kayak gear!
After spend an entire weekend kayaking these were a must have! They are thin, but they work great!",Noticable improvement to our kayak seats!,True,
B000PZRUC6,5.0,Easy to install and makes a huge difference in seat comfort.,Soft seat,True,
B000PZRUC6,5.0,Surprisingly comfortable for thickness. Not a miracle seat but works good.,Five Stars,True,
B000PZRUC6,5.0,Wow! This is replacing a standard closed cell bleacher foam pad that I used to use on my kayak seat. What a difference! This pad is firm yet soft making it comfortable to sit on for hours. Nice grippy bottom that doesn't slide around as I reposition myself in the seat. Couldn't be happier! Recommending yakpads for all my 'yak buddies!,Firm yet soft,True,3
B000PZRUC6,5.0,Love this.  My second one.  Lost the first through carelessness.  Well worth the price.  Use it in my car and my kayak.,Love this. My second one,True,
B000PZRUC6,5.0,"Good pad, a bit small for my kayak, but it does the job.  This pad has added 2 more hours to my kayaking before my butt kills me.",Good buy,True,
B000PZRUC6,5.0,Pu this in my 1996 apostle along with an inversion back.,Five Stars,True,
B000PZRUC6,5.0,This can provide some much needed extra cushion for kayaking. After low back surgery this is a much needed addition to a kayak seat. Stays in place well even without tying it to the seat but it does have that option. You could also easily use this padded seat for many other things. anything you need a little extra cushioning.,"Great addition to Kayak seat, provides extra support",True,
B000PZRUC6,4.0,still a little hard,Four Stars,True,
B000PZRUC6,5.0,"This was a wonderful addition my my Kayak Seat. On all day or multi day trips this make s a huge difference. I'm not a racer so the weight isn't a problem. Not a height adjustment problem for me, although it might be in a highly under-stable speed kayak",Awesome pad and it doesnt add all that much height,True,
B000PZRUC6,4.0,"Nobby non-skid bottom, one front and two rear loops for bungee chord to secure it on the edges. Top is soft, smooth wet-suite style nylon(?) cover over dense foam. About 1/2"" thick and should not raise center of gravity of the seat position by much. ""Hang to dry."" Will absorb water through the top when immersed and keep you wet until it dries. I guess you could flip it over. The nobby side is not spongy. It could make a good stadium pad for thin butts. as a bonus. Big enough to pad most tailbones, double wides will see overhang. About 11-1/2""x151/2"" Durability not tested.","Nice pad, will absorb water on topside.",True,6
B000PZRUC6,5.0,Very comfortable!  Definitely recommend!,Very comfortable! Definitely recommend,True,
B000PZRUC6,5.0,Keeps your bottom comfy.,Five Stars,False,
B000PZRUC6,5.0,I can finally paddle for an extended period without a sore butt.,Five Stars,True,
B000PZRUC6,5.0,Great pad! Very comfortable.,Five Stars,True,
B000PZRUC6,5.0,.,Five Stars,False,
B000PZRUC6,5.0,Thanks,Five Stars,True,
B000PZRUC6,4.0,My Kayak seat is pretty hard so this is just enough padding to keep my butt from going numb. It's not a thick pad of memory foam but it does ok.,comftorable,True,
B000PZRUC6,5.0,My ass is less sore after using the boat with this pad.  It works well.  I use it every trip.,works,True,3
B000PZRUC6,4.0,I bought this to cushion my motorcycle seat for a long trip. Once the seat warmed up the gel got softer which was nice. My butt still got sore after the 700 mile ride. Not sure if anything could make a 700 mile ride better though. For the money this was a good purchase.,Good quality for the money.,True,
B000PZRUC6,5.0,Spend quite a bit of time fishing out of my 14' Hornbeck canoe which has a seating position like a kayak. It's a lot longer now before I feel like I need to get out and stretch my legs.,It Helped,True,
B000PZRUC6,5.0,"If you ever have to sit in a kayak or even the ground or sports event this is a nice seat to have.
cost is good
does not take up much room and is lightweight.",BUTT saver,True,
B000PZRUC6,5.0,"True !! This is butt love,, your behind will thank you!! LOL. It does well, my wife approved it, so there ya go, she is hard too please , in comfort . But this did the JOB!!! YESSS!!! THANK YOU FOR A GRREAT PRODUCT!",Butt Love!! LOL,True,
B000PZRUC6,5.0,"Was taking a friend out.  Gave him the Casco138 with the padded seat.  I took my older Loon138 with the fold up plastic seat, but ordered this Yakpads gel seat thing the week before.  Well, 6 hours on the river and I was sold that my 40 bucks was NOT wasted.  I drilled holes in the plastic seat and used the 3 screws through those loops to hold it in place and I'd never been so comfortable for so long in that kayak.  I'd sat on a thick towel in the past, but it always eventually got wet, hard, and ineffective.  The next week I took out the Casco138 and just layed this 'over' the padded seat in that boat - it stayed in place without the mounting screws just fine and improved the seating experience greatly in that boat also.  If you have any type of seat that becomes uncomfortable or hard after awhile - I recommend this.  I do think it also kept me cooler/dryer, maybe due to the fact it lifted me a bit and allowed more air flow and kept me from sitting in wet.

Edit:  Saw this same ""looking"" pad at Academy, but the moment I picked it up knew something was wrong.  Academy is asking the same price/brand name [plus tax] for an inferier ""FOAM"" filled version.  Don't get the foam filled.  Get this GEL pad.  Foam is what my other seat is, and they just don't do anything - especially after a few hours of wet/sweat/heat.",I DO really love it.,True,8
B000PZRUC6,4.0,"I'm giving this thing 4 stars only because it could be a little bigger.  Other than that, I love it.  Works and feels great.",Nice Yaking seat!,True,
B000PZRUC6,5.0,"....However, I ended up buying a blow-up kayak when my original order for a conventional one was back-ordered.  (I'd already accepted delivery of this saddle, and didn't have the heart to return it).  I can only imagine that it would be extremely comfortable, and a must-have in a hard kayak.  As it is, I use it as a back rest with my blow-up seat.  I believe that it keeps my back cooler.  I look forward to using it in a hard boat one day, as those seats are almost unbearably uncomfortable for me....",I LIKE IT A LOT....,True,
B000PZRUC6,5.0,"I have a Sit on top Kayak that had no cushion.  After 2 hours on the water, I was miserable.  I can go 4 with this pad!  Texture is perfect, and it dries fast.  Worth every penny and then some!!!",A must,True,
B000PZRUC6,5.0,"Excellent quality yak pad, which I intend to use on my Tarpon 100 kayak.  The manufacturer is great about responding to specific installation questions.",Excellent quality pad.,True,
B000PZRUC6,5.0,"Really nice for the longer paddles, makes the longer sections far more tolerable for my buttocks, if only it came with a bladder extender...",No more pain in the azz,True,
B000PZRUC6,5.0,A neccessity for comfort on a hard plastic seat.  So glad I got this and well worth the price!!  Saved my tailbone!,nice pad for your butt,True,
B000PZRUC6,5.0,The seat pad is great very comfortable. It is skinny but still comfortable. I definitely recommend this seat pad to someone looking for more comfort.,Great seat pad,False,
B000PZRUC6,5.0,"I bought this for the kayak.  When we opened it, and looked at it, but didn't plan on going kayaking in December, so I placed it on the hard wooden office chair.  And there is sits today.  My wife found it too comfortable to let it go fishing.  I snuck away with it last week, and used in on a canoe seat, and my legs never got numb, except from the cold.","Comfortable, and lightweight, wife stole it fo rthe office",True,12
B000Y9IV3A,5.0,I purchased these to bring on camping trips with my family and they are worth the money. Very durable material makes it immune to breakage from the kids. Very lightweight so nice not to carry silverware out to camp. I highly recommend these for backpacking or camping.,Camping Utensils,True,2
B000Y9IV3A,5.0,Nice little set of utensiles. I have them for while I am deployed. The have good ergonomics while also have easy clean up... Seem very sterdy and there cheap! I got 2 and havnt needed the 2nd set yet.,Quality Product,True,14
B000Y9IV3A,5.0,"i do lots of backwoods camping, canoeing and hiking, where every lil bit adds weight. this is perfect, the ring keeps everything togeter, they are durable and easy to clean",Perfect,True,12
B000Y9IV3A,4.0,"I really like this set. It's not compact, so if that's what you are looking for then these aren't for you. However, if you are fine with the size the are great. Very lightweight, but sturdy. It's really nice to have full size utensils on the trail. It does have a locking ring that keeps them all together, which is nice so you don't lose a piece.",Good Quality,False,6
B000Y9IV3A,5.0,I've had a set of these for backpacking for over 15 years.  They are functionally indestructible.  Have four complete sets in my car camping setup for the family.,Love them,True,
B000Y9IV3A,5.0,"great camp utensils, plain and simple.",Five Stars,True,
B000Y9IV3A,5.0,"Nice construction.  Solid and useful.  The knife actually can cut and they don't get ruined with repeated usage.

The loop that they are attached to is the same kind that are often used for binding papers together (single ring) and can be a tad annoying.  I would possibly have elected to use a heavy duty plastic, as sometimes may be seen with plastic measuring cups, but the actual utensils are some of the better ones I have seen.  For the price, a steal.",Solid and reliable for repeated use.,True,2
B000Y9IV3A,4.0,The utensil set is very sturdy. I used it for my travels and it get the job done! I do hope in the future that it will come with a pouch.,The utensil set is very sturdy. I used it for my travels and it ...,False,
B000Y9IV3A,5.0,"I have been using these everyday for lunch for over a year, they still look new! They go through the dishwasher no problem. No complaints! My set arrived without the ring to hold them together, I did not bother with a return over a 2 cent ring.",I have been using these everyday for lunch for over ...,True,
B000Y9IV3A,5.0,"Sturdy, knife stays sharp, spoon could be deeper but it's great stuff.  It also doesn't stain.  I use them almost every day.",Great,True,
B000Y9IV3A,5.0,These are great for backpacking. I washed them and reused them many a time. I had no problems carrying the knife on the airplane.,These are great for backpacking,True,
B000Y9IV3A,5.0,Perfect awesome,great,True,
B000Y9IV3A,5.0,Very light and normal size for those who actually like to have separate utensils and enough length to reach to the bottom of a deeper pot without coating your hand and wrist with food.,Throw away that backpacking sport!,True,
B000Y9IV3A,4.0,cool color to boot. Practical and self-contained thanks to the ring.,Nice and durable,True,
B000Y9IV3A,5.0,Good quality,Five Stars,True,
B000Y9IV3A,5.0,These things are better than I imagined. Low price but very sturdy. Definitely can tell these won't break or warp.,These things are better than I imagined,True,
B000Y9IV3A,5.0,"Came in handy on my trip to Europe! Used the ring to attach to backpack, pants loops, camera bag, etc. Easy to clean! When I'm not traveling the set lives in my car. Perfect for picnics or meals on the go.",Super handy!,True,
B000Y9IV3A,5.0,"Great light weight, easy to clean.  I also have some JetBoil collapsible forks and spoons and I prefer these lexan pieces to those just for ease of cleaning.",Great light weight,True,
B000Y9IV3A,5.0,Very good and practical,Very good,False,
B000Y9IV3A,5.0,"Only used them for one 3 day camping trip, but they were excellent!",but they were excellent!,True,
B000Y9IV3A,5.0,"easily to clean and much better than a ""spork"" which only Dr. Spock can use",a keeper,True,
B000Y9IV3A,5.0,Nice stuff.  I don't expect these to break.,Nice stuff. I don't expect these to break,True,
B000Y9IV3A,4.0,"I did not get to use them this trip. They do appear as they will not break easily. The only think that might be better based upon years of use, might be the traditional metal ones that I had as a kid.",They are what they are,True,
B000Y9IV3A,4.0,Had some manufacturing marks when i first received but they were minor and i cleaned them up and everything's all good. I just don't like that added work sometimes. Very sturdy plastic kitchen utensils for hard outdoor use. I stuck them in the dishwasher and nothing happened that i could tell.,Nice,True,
B000Y9IV3A,5.0,"These just arrived, so I haven't tested them out yet. They seem very sturdy and are FULL SIZE utensils..so I can eat like a normal human being with human utensils when camping.
  They are definitely sturdy.
  I removed the knife from the set, as I use a Mora for my eating knife, and the knife is really, really robust, and probably weighs as much as the spoon and fork combined. I removed the ring also, so these really weigh nothing with just the fork and spoon.
  Some slight flashing, especially on the fork, but easily removed with a razor or sandpaper.
  Having used Lexan before in many utensils, I have no doubt these will be great and sturdy, anda very nice soup spoon so you can eat more than sips from your soup.",Great value,True,
B000Y9IV3A,5.0,"Nice light addition to a ""bug out bag"" or ""get home"" kit.  I keep a set in each vehicle in case anyone offers me cake.",Nice and light,True,
B000Y9IV3A,5.0,"I bought these over others that are available because I love the color.  I plan to use them when traveling.  They are study and well made.  I took them off the ring because I'll keep them in a zip lock bag so the ring was just unneeded.  The holes that the ring went through were not smooth, however.  Hard jagged pieces of plastic stuck up from them.  I had to file it off.",Sturdy and Attractive,True,
B000Y9IV3A,4.0,I bought this to keep at work.  I like the color and the utensils are sturdy.  This is way too heavy and bulky for backpacking.,"Great for work lunch, not for backpacking.",True,
B000Y9IV3A,4.0,"These utensils are very tough and perfect for camping. They aren't made to look nice, but they do their job. The scissors aren't particularly sharp and the spoon is a bit wider than most dinner spoons, but they work fine.",Good camping spoons,True,
B000Y9IV3A,5.0,"These are very simple, very light utensils. I bought them backpacking and day hikes, and they serve those purposes very well. They will hold up to hot temps, as I've used the spoon for stirring boiling water into Mountain House meals with no issues.

My only complaint is that spoon is about 1-2"" too short for full-size Mountain House meal packages. I like to eat my meals right out of the packs to save on dishes, and I was hoping the spoon would be long enough to not get my hand all messy but alas, it's just too short. It definitely still works for eating right out of the package, you just have to do a little tipping and maneuvering to avoid getting your hand messy.",What You See is What You Get,True,
B000Y9IV3A,5.0,"These are exactly what they say they are, and a good product.

PROS
* The ring is very helpful.
* While I wouldn't recommend putting it to the test, for what it's worth, we did use the fork on some pretty hot stuff (flipping sausages in a pan) and it didn't melt or get damaged at all.
* Sturdy, and feel like normal utensils.

CONS
* Wish they came in other colors (if, for no other reason, to be able to easily tell whose set is whose) but that's a superficial concern.

BOTTOM LINE
No reason not to purchase these unless you're going for ultimate compactness and lightness, in which case, you should carefully compare the weights in the product details of various utensil sets. These are actually pretty far, themselves, on the compactness and lightness continuum though! For non-backpackers there's no reason to pay more for lighter ones, especially given that the lighter ones may be flimsier or less easy to use.",Good product,True,
B000Y9IV3A,5.0,"I don't store them with my pack, they don't sit in my mess bag, they get used almost daily because I prefer them to metal. They take allot of abuse and I treat them like I would stainless. I have two sets both well formed and finished. I will continue to purchase.",lasted through abuse,True,17
B000YFKP7O,4.0,"Item as described, well packaged and fast shipping, all good. Quality wise it looks like it will last longer then the crappy after market one that I had.",all good,True,
